abstract,label
"This chapter illustrates some of the initiatives that the International Telecommunication Union (ITU) participated in and launched of relevance to this category. The most debated issues were: public private partnership (PPP) as model for implementing broadband networks, the application of lessons from Moore's law in order to promote broadband and achieve the SDGs, key factors to make rural communication projects successful and sustainable, evolving IMT systems, standards, technologies and architecture supporting mobile broadband, the ITU GIS-based transmission maps as a useful tool for identifying the missing links and improving broadband connectivity. This new Agenda will constitute the new global shared vision, goals and targets to be achieved by 2020 in collaboration with all stakeholders across the ICT ecosystem. The maps are a cutting-edge ICT-data mapping platform for taking stock of national backbone connectivity (fibre and microwave) as well as of other key metrics of the ICT sector, the platform currently covers Africa, the Asia-Pacific region, the Arab States, CIS, Europe and Latin America, with data from more than 300 operators.",DIGITAL_INFRA
"In Viet Nam, a diversified farming system at the household level integrating vegetation, aquaculture and use of cages in animal husbandry has contributed to improvements in both income and nutritional outcomes (Food and Agriculture Organization of the United Nations, 2013). For instance, improving fuel and combustion efficiency for the purpose of decreasing greenhouse gas emissions requires actions which may generate co-benefits in the health sector if they succeed in curbing air pollution and thereby ameliorate its health-related consequences and reduce the demand for health services. Air pollution is a classic example where public policy is required to enable environmental and health risks to be reduced at the same time.5 In a significant number of countries, mostly in sub-Saharan Africa, more than 95 per cent of the population uses solid fuels for cooking (Forouzanfar and others, 2015). Poor households, women and children in particular are exposed to indoor air pollution (Smith and others, 2014, World Health Organization, 2014).",AGRITECH
"Furthermore, the capital grants for wind power plants provided under the latter act of 2005 can explain partly the permanent growth in w'ind electricity capacity since then. The PTC was created along with ITC and provides an inflation-adjusted tax credit of USD 15 /MWh (inflation-adjusted) for electricity genherated from qualifying renewable energy projects, in particular, wind. Indeed, the most rapid growth did not happen until after 1999. While the PTC could have played a key role in the business case for new renewable power plants, there were intermittent interruptions of the PTC - which occurred when Congress delayed in reauthorising the Act.",CLEAN_ENERGY
"The right to import cloves has been limited since 5 July 2002 to companies approved as clove importers by the MoT. To be approved, a company can only import cloves solely for use in a production process.40 Furthermore, every shipment requires import approval from both the Ministry of Trade and the Ministry of Industry concerning the quantity, kind and timing of import. However, since September 2002 the MoT has severely limited the number of companies able to import sugar, replacing the estimated 800 private importers in operation before the decree was issued (Stapleton, 2006), and tightly controlled the import volume.42 The importation of raw sugar and industrial-grade refined sugar is restricted to those companies approved by MoT as an Import Producer of Sugar (Importir Produsen Gula, IP-Sugar). These are companies that use imported sugar as a raw material in their own facilities, e.g. sugar millers/refiners in the case of raw sugar and food/beverage manufacturers in the case of refined sugar.",MANUFACTURING
"When heavy rainfall occurs during sowing and harvesting, large machinery cannot enter the fields for long periods of time, growth is delayed and severe loss of harvests occurs. In fact, an examination of yield fluctuations between 1950 and 2000 (yield as a percentage of that in the previous year) has shown that, since around the 1970s and early 1980s, yields of corn, soybeans and cotton, which grow in the summer, have fluctuated greatly, whereas yields of wheat, which grows in a different season, have fluctuated relatively little (Rosenzweig and Hillel, 2008). From this it can be surmised that, although water issues were not necessarily the sole cause, the production of major grains in the United States began to destabilize in the 1970s and early 1980s, when global warming was not very pronounced, and that this trend will become even more pronounced in the future. This aquifer underlies 111.4 million acres (174,000 square miles) in parts of eight US states: Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas and Wyoming.",AGRITECH
"The mobile voice story, however, is very different. Mobile voice and SMS, now considered ""basic"" in many countries are available to 90 percent of the global population, and 85 percent of people living in rural areas.2 The challenge in this area relates to affordability. The disparity in broadband access is wide. Penetration sits at 34 percent and 36 percent in North America and the European Union (""EU"") respectively. This can be compared to 3.4 percent in Latin America and the Caribbean, 1.7 percent in Sub-Saharan Africa and 0.1 percent in South Asia5 - mind the gap! It is, however, time to reassess it.",DIGITAL_INFRA
"The diagnostic also provided the baseline for the eventual evaluation of the impact of the EntreElles interventions. By the end of 2013, three cycles of the programme had been delivered to a total of 160 women entrepreneurs. However, after the women entrepreneurs were trained, they often reported difficulty in accessing financing. One of the barriers was their lack of know-how in developing bankable proposals and presenting these to banks. In partnership with GIZ and AFEM, they also produced small films of women’s success stories to provide role-models to others and produced a Toolkit for Women’s Entrepreneurship (“Entrepreneurial feminin au Maroc: Boite a outils de la femme entrepreneur”, GTZ and ANPME). By 2012, women accounted for 9.4% of Moussanada clients, 7% of clients in the Infitah programme targeting the acceleration of digital technology use among SMEs with revenues of less than MAD 3 million, 8.8% of Imtiaz clients (supporting businesses with high growth potential that do not need consultancy assistance but require equity to enable further growth), and 4.6% of Inmaa clients, an extensive programme to assist SMEs in their transformation into “lean” production systems and more efficient work organisations.",MEDTECH
"These facilities can deliver pharmacological treatments, and some talking therapies such as counselling depending on capacity and can refer people to specialised mental health providers. Family doctors and other physicians performing a primary care “function” in Japan can provide care to patients with mild and moderate mental disorders, and can prescribe a fairly standard range of pharmaceuticals for mental health care. However, in reality, unlike in other OECD countries generalists or primary care physicians (except for those specialised in psychiatry) do not play the central role in the provision of care for mild-to-moderate disorders.",MEDTECH
"Many of them are used in ceramic kilns or bathhouses as fuel, which causes a great deal of air pollution. Tyres are also incinerated in cement plants, and a certain quantity is imported for this puipose (100,000 tons in 2009). At present, there is no centralized or even organized waste collection for this type of waste. The quantity generated annually is insufficient to ensure the economic performance of a dismantling and recycling centre, the sale value of the recovered metals would not support the operating cost. For that reason, this waste is mainly disposed of with household waste, waste pickers collect and disassemble some discarded electrical and electronic equipment and recover the materials of value. An electronic waste recycling project at the Guemassa site involves separating and recovering the precious and non-ferrous metals in electronic boards in order to produce blister copper and gold and silver alloys.",ENVIROTECH
"There has been complexities arising from distinguishing between ‘civil liberties’, ‘human rights’ and ‘fundamental freedoms’ in Nigerian human rights law. This paper explores the differences and connections between these concepts. The paper further examines whether they mean the same thing or they interdependent on each other. Furthermore, the paper examines the connectivity between economic and social rights with political civil rights. The paper seeks to draw on arguments on whether social, economic and cultural rights provided for under the Chapter II the 1999 Nigerian Constitution (as amended) are connected with fundamental rights of Constitution and whether they are guaranteed to the citizens of Nigeria. In order to do this the paper charts the different perceptions and interpretations of the Apex courts in Nigeria.",DIGITAL_INFRA
"In the last decade efforts have focused on developing a value-added production chain by attracting investments in high technology industries, medical technology, pharmaceuticals, and tourism, an effort that is ongoing. Determined efforts are being made to move away from dependence on exports towards boosting domestic demand. However exports continue to drive the economy.",MEDTECH
"The goal of the project is to group 38 small and often inefficient WOCs into larger WOCs with greater responsibilities in order to ensure provision of an adequate supply of drinking water and improve wastewater treatment systems. The grouping would increase efficiency and lower costs. Under this project, municipalities are committed to adjusting tariffs and introducing cost recovery by their respective water companies to ensure financial viability.",ENVIROTECH
"It is imperative that discussions concerning universal, affordable access to the Internet and to connecting devices remain front and centre, even as attention is focused on new technologies such as artificial intelligence (AI), the Internet of things, robotics and blockchain. Spaces to foster and ideate innovations need to be matched with equal policy vigour, particularly in enforcement.",MANUFACTURING
"Whereas the production of ethanol reached over 97 billion litres in 2012, that of biodiesel was roughly 26 billion litres. Ethanol production is led by the United States (45 bn litres) and Brazil (24 bn litres), with China, the European Union, Canada and India also producing significant quantities.6 Biodiesel production is strongly concentrated in the European Union (11 bn litres in 2012), while the United States, Argentina and Brazil also produced more than 2 bn litres each. Biodiesel is today produced mainly from virgin vegetable oils, but can be made from any lipid source, such as used cooking oil and tallow.7 Feedstock quantities used for the production of biofuels are significant: 11% of global coarse grains produced, 13% of vegetable oils and 16% of sugar cane were used in the production of biofuels in 2012 (OECD-FAO, 2013).",CLEAN_ENERGY
"The symbol * denotes countries with a priority recommendation on reducing producer support to agriculture. Data on PSE for individual EU countries is not available. Fossil fuel subsidies encourage wasteful use of energy, blur market signals and undermine the competitiveness of fuel efficient or cleaner technologies, for instance of renewable energy (IEA, OPEC, OECD and World Bank, 2011). Reforms of land planning and zoning laws and building permit procedures are likely to result in changes in the use of land and in transport patterns and various related environmental impacts such as on pollution, GHG emissions or biodiversity. To the extent they reduce the amount of land devoted to “nature”, these are likely to be negative, but the overall effect will depend on how environmental considerations are taken into account in planning procedures, transport policies, policies addressing urban sprawl and building codes.",AGRITECH
"It is important to note that the table reviews solely the activities of advanced practice nurses in the primary' care sector, it does not include evaluations reviewing their activities in hospitals. The evaluations are grouped by the broad type of activities that advanced practice nurses can play in primary care: 1) general roles (including being a first contact with patients, and routine follow-up for a broad range of patients), 2) more specific roles in chronic disease management (e.g., for asthma, diabetes, cardiovascular problems), 3) specific roles in prescribing pharmaceutical drugs. Two main criteria have been used to select the evaluations presented in the following table: 1) study design (with the selection focusing on evaluations based on randomised controlled trials and other rigorous evaluation methods), 2) country coverage (with the selection attempting to cover as many countries as possible while maintaining a balance in the number of evaluations per country). As might be expected, most of the evaluations have been carried out in countries that have a long experience in experimenting with and deploying advanced practice nurses in primary' care - the United States, Canada, the United Kingdom and Finland.",MEDTECH
"Measures were also taken to strengthen teaching by posting more experienced teachers in the early grades. This is now used as a diagnostic tool to identify learning difficulties and students needing remedial education. The number of out-ofschool children fell from 3.2 million in 1999 to 33,000 in 2008. From 2000 to 2006, drop-out rates fell from 26 to 17 per cent. When the reforms were first introduced, grade-specific enrolment rates followed a similar pattern to those in many other countries in the region - high initial enrolment followed by drop-out in subsequent grades.",MEDTECH
"In many developed countries, one of the most prominent political priorities in agricultural policy making is support for farm incomes. The traditional response W'as to provide that support through price policy for agricultural commodities or output-based payments, keeping domestic prices above the level prevailing on international markets. As discussed above, the OECD has engaged in all sorts of analysis showing how such policies distort markets, create trade problems, waste resources and reduce economic welfare.",AGRITECH
"Members of the inter-ministerial project team included: Jurgen Horschinegg, Andrea Schmolzer and Bernhard Chabera from die Ministry of Education and Women, Robert Jellasitz and Johannes Schweighofer from the Ministry of Labour, Social Affairs and Consumer Protection, and Alexander Holbl from die Ministry of Science, Research and Economy. Their insights and discussions during die workshops have bodi driven the process and shaped this diagnostic report. We would also like to thank die many people who gave generously of their time to answer our many questions regarding Austria’s skills system.",MEDTECH
"Adaptive governance implies flexible institutions that can evolve to become more efficient and better articulate their functions and roles. At the same time, this flexibility should build on the comparative advantage of century-old institutions that have proven to be less vulnerable to, and able to recover from, disaster. Drinking water companies are responsible for abstraction, treatment and distribution of potable water, municipalities deal with sewage collection, and regional water authorities manage wastewater treatment.",ENVIROTECH
"Contemporary American society seems fraught with concern over our lack of “safety” – whether in the form of national security (USA PATRIOT Act, fighting terrorism internally and abroad, building the nation’s economic underpinnings, etc.) or individual security (identity theft, Child Internet Protection Act, criminal background checks available online, etc.). We are both fascinated and frightened by the growing global community and the global information infrastructure, and we are struggling to find our place in it: individually, socially, ethically, and legally. Safety has turned from an American assumption into the consuming American question, and this change is transforming our culture, for good and for ill.",DIGITAL_INFRA
"Data from the survey of Kyrgyz migrants (GMER 2013 /14) showed no statistically significant differences between females and males: 92 per cent of them work, 6 per cent work and study whereas students and homemakers each make up less than 1 per cent. According to the online survey of migrants from Tajikistan and Uzbekistan (GMER 2016), both female and male migrants from these countries were mostly in paid employment but women much more often than men would stay at home and do housework (figure 8). The consensus picture emerging from the literature is that men work mostly in construction, manufacturing and transport whereas women mostly work in trade and services (Tyuryukanova, 2011, p. 27, Mukomel, 2013, p. 26).",MANUFACTURING
"Based on the cancer expert’s responses to the OECD HCQI Questionnaire on Systems of Cancer Care, in Germany, for example, the number of internal medicine and other oncology specialists and radiologists is reported to be sufficient across regions, and there were only five vacant positions for radiologists in 2010. For instance, in Korea, according to the national expert, there has been a persisting shortage of pathologists since the late 1990s, and on average, only between 30% and 50% of residency positions in pathology in training hospitals have been filled in the past ten years. Canada reports that the lack of pathologists is serious, as their average age is increasing and sometimes no replacement is available for retiring pathologists. In addition, based on the projected needs, training positions for radiologists were cut back in the early 2000s, but by the late 2000s an increase in diagnostic imaging activities and technological sophistication has led to an increase in demand.",MEDTECH
"In Hai Phong, for example, annual waste generated in 2025 is expected to be quadruple the levels produced by the city in 2015 (OECD, 2016b). It includes specific targets for the collection and treatment of solid waste in urban and rural areas for industrial, hazardous and non-hazardous wastes, tow'ards 2015, 2020, and 2025. For example, by 2020, 90% of municipal solid waste is to be collected and treated in all cities and 85% of the collected waste is to be recycled, reused or used for energy recovery and organic fertiliser production.",ENVIROTECH
"The GEF-6 Replenishment strategy envisaged supporting initiatives to address the water-energy-food nexus. Regarding IW, tradeoffs in GEF's ""Water-Food-Energy-Ecosystem Security Nexus"" were recognized among challenges related to the implementation of Strategic Action Plans (SAPs).5 GEF:IW projects have traditionally tackled intersectoral issues, and the Transboundary Diagnostic Analysis methodology is a well-established approach for addressing transboundary issues from an ecosystems perspective. This is suggested by the interaction of nexus work under the Water Convention with several GEF-funded IW projects, notably in the Kura, Drina and Drin basins (table 10).",MEDTECH
"Online communities blur the lines between consumers and producers, making consumers part of the co-production process.22 YouTube and Facebook are filled with user-generated-content. New business projects now involve consumers in product design, production and delivery. Open-source coding communities cooperate in creating algorithms for various businesses.",MANUFACTURING
"All governments today are saddled with huge debts, and due to large public deficits, the future may not bode well for additional funding for government grants for either point or nonpoint source control measures. In this context it is important to stress that trading is not only cost effective, but it also allows for income to move from areas with large property tax revenues (e.g. cities) to rural areas with low property tax revenues. Wastewater plants will always be needed, or upgraded, and the use of trading allows income to shift, with resultant water quality improvements, without as much need for costly government subsidies that may be non-existent in the future. Several jurisdictions across Canada have discussed the trading concept with SNC, and the Federal Government produced a series of papers on water markets and trading (Policy Research Initiative, 2005).",ENVIROTECH
"Specialist out-patient care is paid mainly by a flat rate determined for diagnostic groups such as acute diseases, chronic diseases and prevention, and fee-for-service payments. The coverage of products and services reimbursed by the NHS is based on health technology assessment, which evaluates affordability' and cost efficiency for pharmaceutical goods, but not for medical devices and procedures. Medical care at home has been developed for patients with chronic disease and movement difficulty, for instance, after surgery, for stroke patients and palliative care patients. Family support, however, continues to play a significant role in caring for patients at home, and support for carers (such as respite periods or financial allowances) are less developed than in some OECD health systems.",MEDTECH
"Given that Canada used to impose a standard royalty of 4 per cent of the net selling price of the drug in final dosage form on a licensee of right to use patented pharmaceuticals until 1992,639 and given that most data originators will recoup the bulk of their R&D expenses in developed countries anyway, a royalty comprising the generic producer’s own marginal costs of production plus 1-3 per cent of these costs, depending upon GDP per capita ability to pay, would seem more than sufficient. While such an approach would give only an approximation of the real costs of the originator’s R&D, it would avoid the transaction costs and possibly endless litigation that more complicated models might induce. Finally, it would also be limited in time, for instance to five years, during which the data originator would be entitled to claim compensation.",MEDTECH
"These numbers do nonetheless indicate that Governments favour renewables, since, excluding grid investments, Government subsidies for modern renewables amounted to $9.7/GJ compared with $0.8/GJ for fossil fuels. Note: The IEA New Policies Scenario assumes cautious implementation of recently announced commitments and plans, even if not yet officially adopted. These investments were dominated by electricity generation, transmission and distribution (51 per cent) as well as upstream investments in fossil fuel supply (46 per cent), including the oil exploration and production component and the gas exploration and production component which accounted for 19 and 13 per cent, respectively. The most important renewables investments were in large-scale hydropower (annual capacity additions of 25-30 gigawatts (GW)) and biofuels ($20 billion, of which $8 billion was for Brazil’s ethanol).",CLEAN_ENERGY
"Staying in good health by living a healthy lifestyle and preventing disease can lead to healthy ageing. There are various tools and methods to support healthy ageing, such as education regarding health care and continuous biosignal monitoring. Electronic health records and health information systems document and organize information on individual patients and die clinical population in general, which helps to determine the care required by older persons.",MEDTECH
"As for water services, and specifically drinking water for domestic use, municipalities are the primary sub-national authorities in charge of (co-)designing and/or implementing policies in two-thirds of the LAC countries surveyed (9 out of 13). They are followed by regions and inter-municipal bodies. The trend is similar in areas of water supply to industrial users and wastewater treatment.",ENVIROTECH
"Another commonly used source of firewood, collected free of charge, is the forest shelter belts on irrigated farmland, saxaul protective belts, or strips of woody vegetation along roadsides, field bounds and watercourses in mountain ravines. Furthermore, as most of the agricultural land in Tajikistan is much more suitable for livestock farming than for the production of crops, in some regions, dried dung is more commonly used as fuel than firewood, which is much less accessible in mountain regions, e.g. in Pamir. Some villages are supplied with coal for heating purposes, while the number of mountain settlements where electricity is becoming available is still growing, which also limits the dependency on firewood.",AGRITECH
"Upgrading production, e.g. from harvest of raw agricultural produce to processed foodstuffs (FAO, 2016). Table 2.4 provides examples of energy use patterns according to stages of agricultural value chains. First, manufacturing — the foremost component of industry — represents a small share of GDP: 2.4 per cent in island LDCs, 8.1 per cent in African LDCs and Haiti, and 15.7 per cent in Asian LDCs in 2014, as compared with 20.7 per cent in ODCs.",AGRITECH
"This article reviews the decisions of UK courts in a case concerning two Iraqi detainees in British military custody who sought to restrain their transfer to Iraqi custody. The detainees claimed that the transfer would violate certain obligations owed to them by the UK under the European Convention on Human Rights (ECHR), including the prohibition on torture and the right to a fair trial. The article argues that the case presented novel and complex legal questions for resolution, including whether there was a conflict between the UK's obligations under the ECHR and its obligation to respect Iraqi sovereign jurisdiction over its own nationals on its own territory. It is concluded that important elements of the UK courts’ reasoning were less than satisfactory.",MANUFACTURING
"In Jordan, for instance, the share of women dropping out of the labour force after 30 increases by 29 percentage points for those with a university education, while that of women with lower levels of education increases by no more than 7 percentage points (Sayre and Hendy, 2013). Public sector salaries are regulated in terms of grades, seniority, etc., In 2007, the average pay gap in Egypt was estimated to be 25%, with particularly high disparities in the sectors of mining (72%), manufacturing (35%) and health and social work (25%) (Tijdens and Klaveren, 2012). The difference is significantly higher in the formal private sector (35-40%) than in the public sector (2%), which would further reinforce women’s preference for the public sector (World Bank, 2014). Some studies argue that the Egyptian pay gap can be attributed mainly to “discrimination against women” and not to differences in human capital characteristics (Biltagy, 2014).",MANUFACTURING
"The Mobility Project (Initial Vocational Training) has elements that encourage projects to prepare beneficiaries to start their own business. In the past, however, SMEs have not been the direct recipients of much Leonardo da Vinci support. Transfer of Innovation projects granted in the 2007 selection round are aimed at enhancing the lifelong learning process in SMEs and in manufacturing sectors. They are addressed to highly qualified people on the labour market who need to improve their knowledge and skills.",MANUFACTURING
"Some of these increases may be attributable to the intensification of case finding efforts in the National Cancer Registry, the ageing of the population and improved diagnostics (i.e. introduction of new medical equipment, knowledge and increased diagnostic tests). The national breast cancer programme provides free mammography for women between 50 and 69 years of age every two years, the response rate was low, only 42.4% in 2016. A programme for early detection of colorectal cancer for people aged 50 to 69 began in 2013 on a pilot basis in one district, there are plans to expand it nationally. According to EHIS data, more than 90% of people in Cyprus aged 50-74 have never been screened for colorectal cancer.",MEDTECH
"While the national government is responsible for structural energy policies to transform the energy mix by creating a market environment in favour of cleaner energy sources, large cities like Hai Phong can contribute to national goals by piloting renewable energy options, promoting greener products and energy efficient buildings, in addition to improving energy efficiency in industry. Many local energy policies can create co-benefits, such as reduced air pollution and improved traffic congestion, which correlate effectively with local actions. To increase the proportion of its energy sourced from sustainable sources, use of biomass electricity is expected to rise from 0.6% in 2020 to 1.1% in 2030 (City of Hai Phong, 2015).",CLEAN_ENERGY
"At the same time, fossil fuel-based energy systems incur relatively higher operating costs, driven by volatile fuel prices, as discussed above, which are however spread over the whole lifetime of the asset. Tenth Plenary Meeting of the Policy Dialogue on Natural Resource-based Development, 25 June 2018, Paris, www.oecd.org/dev/tenth-meeting-pd-nr-june-2018 .htm. Innovation in the battery industry has created viable solutions to the challenges related to the variability of renewable energy output, which depends on weather conditions.",CLEAN_ENERGY
"It will create employment and rejuvenate economic sectors that have suffered in recent years, such as tourism, manufacturing and transportation. It will provide vital experience of the region’s ability to work together, leading to better regional understanding and cohesion. Perhaps most importantly, the Caribbean successfully pursing a sustainable energy system will send a strong message to the rest of the world that tackling climate change and transitioning from an almost 100 per cent fossil fuel-based energy system to a clean, sustainable energy system is indeed possible. There then follows a review of the international sustainable energy environment, determining both emerging trends and risks, before assessing the ability of existing strategies to foster sustainable growth.",MANUFACTURING
"Such numbers differ from International estimations such as those of the Asian Development Bank estimating that 41.6% of the population live below the poverty line of USD 1.25 (PPP) per day (Asian Development Bank, 2009). Thermal power accounted for 60% of total installed capacity with 96 794 MW, hydropower for 24.5% with 36 916 MW, nuclear power for 2.7% with 4120 MW and renewable energies for 8.8 % with 13 242 MW (Central Electricity Authority, 2009a). A smaller share of generating capacity is covered by independent power producers (IPP) and industrial auto-producers, which according to the MoP operate 13.5 %38 of all India's capacity (Table 18).",CLEAN_ENERGY
"This trend has implications for declining costs in education but also lower higher education participation, a factor which may limit future economic growth. The number of female workers is higher than male workers, reflecting the opportunities for women workers in the assembly operations in the manufacturing sector. The overall working age group (15-64) increased from 55.40% in 1970 to 61.70% in 2000. It is estimated to stabilise at 68.40% in 2010, dipping to 67.00% in 2020.",MANUFACTURING
"This approach represents the product of collaborative work of many national and international experts working in different fields (transport, ecology, engineering, energy efficiency, spatial planning, etc.). It combines new and old Soviet-era ""micro-rayon’’ solutions, including territory of a smaller size (15-20 ha vs 50 ha), housing with a reduced number of storeys (S 5), more compact development, underground parking to provide more space for common areas, job opportunities within walking distance in ecologically friendly industries, energy efficient buildings, and a choice of centralized or decentralized utility systems. Emphasis is given to the development of intimate spaces with good quality infrastructure and amenities.",CLEAN_ENERGY
"There is also a decreasing trend of discharges treated according to regulatory requirements in Ukraine. The impact of the presence of viruses and bacteria from insufficient wastewater treatment is, however, assessed by the Republic of Moldova as local and moderate. In Ukraine, 15% of surface water samples do not meet the requirements for bacterial indicators.",ENVIROTECH
"The chapter should include an analysis of customary sustainable use of biological diversity and its indirect effect on biodiversity, local livelihood and human well-being. The chapter should assess how to manage slow variables and feedbacks. An example of a slow variable is soil erosion, where time-diminished soil organic matter can result in lower productivity over time. The Nordic Assessment should include knowledge on historical ecology, natural resource management, and rural history should also be included when assessing governance options.",AGRITECH
"The CRC Energy Efficiency Scheme was introduced in 2008, and its objective to improve energy efficiency and decrease CO2 emissions covers about 5,000 organizations, 10% of national emissions. Participating organizations must monitor their emissions and purchase licenses for each tonne of CO2 emitted, thereby creating incentives for improving energy efficiency. Analysis shows markets respond to energy efficient buildings with higher rentals and longer tenancies.",CLEAN_ENERGY
"In France, municipalities and inter-municipal bodies are the primary actors for drinking water supply and sanitation, while regional and departmental bodies as well as irrigation groups are in charge of aquifer and river management. Who implements central government water policies at the sub-national level? A first category includes countries where implementation of water policies at the sub-national level essentially relies on a single type of actors, i.e. representatives of central government in regions, and a second category includes countries with a combination of several sub-national authorities’ responsibilities in the implementation stage. This often, if not invariably, reflects how decentralised water policies have become across OECD countries.",AGRITECH
"Air, water or soil pollution due to activities in human settlements causes continuous environmental change that can have damaging effects on agriculture, water resources, the energy sector and human health. The capacity or the resilience of the environment to cope with the environmental impacts caused by human habitation can influence both the health of the human settlements and the natural environment with which it is associated. The well-being and health risks associated with the environment (and those posed by extreme events and disasters) can be mitigated substantially by the prevailing conditions and characteristics of human settlements.",AGRITECH
"Over the last 25 years, China successfully moved from agriculture to manufacturing activities and saw an annual trend of real gross domestic product (GDP) growth of just under 10 per cent (Ghosh, 2008a). China’s manufacturing sector doubled its share of the workforce and tripled its share of output. The rate of extreme poverty at the national level declined from a high of 84 per cent in 1981 to a low of 16 per cent in 2005.",AGRITECH
"The three inter-communal syndicates operate, respectively, two controlled landfills12 and an incineration plant.13 The incinerator handles around 135 000 tonnes of waste a year, 10% of it from other inter-communal syndicates. Thermal treatment costs around EUR 0.10/kg of waste.14 The incinerator generates 5 700 tonnes of hazardous waste every year, as well as 29 000 tonnes of slag, most of this waste is exported to Germany, including the slag which, until June 2008, was recovered in Luxembourg. The remaining quantities are such that domestic facilities are less justified than in the past. Non-household waste for disposal is exported to specialised facilities in neighbouring countries, primarily in Germany.",ENVIROTECH
"Log of trade costs used. Moreover, country ad valorem transport costs of 20 per cent on both final output and intermediate goods reduce domestic value added (including wages and profits) by 60 per cent when intermediate goods account for 50 per cent of costs. The implication is that because of geographical location, foreign firms might be reluctant to move or relocate their production to these countries - even when wages are low (Redding and Venables 2001). It has been argued that distance matters more in supply chains and, even with today’s information and communications technology revolution, global production networks are likely to remain concentrated in low-wage nations that are near, or even contiguous with, high-technology nations (Baldwin 2011). This reality poses a major challenge to the current GVC narrative. The fragmentation process of the future will be different from that of the past and is likely to be at a much lower level of disaggregation.",MANUFACTURING
"Limao and Venables (2001) emphasize that the quality of transport infrastructure significantly affects countries' ability to trade. They create an infrastructure quality index based on roads, railways and telephone lines coverage for 103 countries, and show that a country that ranks on the 75lh percentile of the index faced 12 per cent higher transport costs than the median country and 28 per cent lower trade. This is due to the increasing importance of global supply chains, just-in-time inventory management and lean retailing. For exporters sourcing intermediate inputs from varied sources, the disruption of one delivery can stymie an entire production process.",MANUFACTURING
"In 2009 and 2010, in a sample of 31 cities, water tariffs increased above inflation (4%) in 21 cities. In two cities the increase was below inflation and in eight cities there was no increase (CONAGUA, 2011c). Water providers are increasingly including sewerage and wastewater treatment services in the tariffs - ranging from 3% to 40% of the drinking water tariff.",ENVIROTECH
"The EIF DiagnosticTrade Integration Study (DTIS) provides a periodic update on country specific situations. These are evidence-based analytical studies that underpin the identification of the priorities that need to guide the trade agenda, as well as the aid-for-trade needs of the LDCs. They help LDCs determine their biggest constraints to trade integration and prioritize actions to address them, through trade-related support. The list of ICT-related priorities in the LDCs is annexed to this study (Annex 9.A1).",MEDTECH
"Teachers have financial and career-based incentives to participate in short training courses. They can also participate in activities organised by the subject-specific pedagogical advisor in each region, but they hardly ever receive direct support in the classroom as there is only one advisor for 800 teachers. Further tests of teachers’ knowledge of science and mathematics are planned for 2017. The appraisal is expected to look at teachers' professional development, attitudes, human relations, and discipline. High success rates suggest that the appraisal is largely seen as an administrative requirement rather than a process to improve teachers' performance (MEP, 2016). In 2015, virtually all teachers (98%) received an excellent or very good appraisal, and less than 0.1% (15 teachers in Costa Rica) received a regular or unsatisfactory performance appraisal.",MANUFACTURING
"Besides the direct impact on trade and economic growth, transport networks would have several positive externalities, or unintended benefits. Enhanced intraregional connectivity will open up possibilities for production networks and value chains to develop within the subregion, enhancing the competitiveness of final products from the region on world markets. South and South-West Asia’s transport corridors possess the potential to achieve massive efficiency gains and energy savings, thus opening up new pathways towards sustainable development. While transport infrastructure and services have been improving in all South Asian countries at varying paces, cross-border transport facilitation still has much room for progress.",DIGITAL_INFRA
"Herders are exempt from payment of annual land fees for the use of rangeland and hayfields. Such activities include: changing natural features of the land by ploughing, digging, using explosives, mining, or quarrying sand or stone, harvesting and processing secondary natural resources or medicinal plants for commercial purposes, and conducting any activities that pollute the soil, water or air. It regularly participates in the COP, the meetings of the Committee for the Review of the Implementation of the Convention (CRIC) and other relevant meetings.",AGRITECH
"This article explores the space for public participation during the consenting process for a nationally significant wind energy or carbon capture and storage infrastructure project. Legal obligations to provide opportunities for public involvement in these processes can be found in national, EU and international law. However, an examination of strategic planning policy suggests that in practice, very little will be up for discussion at this stage. This is consistent with a certain mistrust of the public in high-level policy discourse on the technological change thought necessary for climate change mitigation. Legally entrenched rights to participate, coupled with limited opportunities to influence, create the danger that participation becomes a simple bureaucratic hurdle, frustrating for all concerned.",CLEAN_ENERGY
"Lower water content of the soil and earlier appearance of drought conditions. More evenly distributed river flow will be beneficial for hydropower production. Increased flow in winter will improve water quality of rivers and benefits fish farm management. However, lower flows in the spring may deteriorate water quality and have a negative impact on aquatic habitats. Increase in water temperature result in an earlier and longer eutrophication period, impacting on water quality.",CLEAN_ENERGY
"In this way, all participants of the value chain are provided with the same validated data at the same point in time, so there is no trust needed between the stakeholders. Interfaces with related organisations of the private and public sectors can be uniquely identified, and monitored throughout the network. Measures such as embargos, specifically complex sector-based embargos or special tariffs and limitations, could be depicted on the network and therefore ensure that invalid transactions cannot be triggered by one party. The full transparency provided by blockchain would make the processing of forged transactions very difficult and corrupt corporations and officials would face significant restrictions in misallocating funds. As mentioned in section 1.2, smart contract functionalities, and the native integration of IoT devices (e.g. sensors, mobile devices, cars) throughout all levels of the value chain, would enable an advanced degree of integrity and automation.",MANUFACTURING
